id,date,store_nbr,item_nbr,unit_sales,onpromotion,category,holiday,item_class,perishable,item_name,cost_price,price
122871301,2017-07-22,1,1686685,4.0,False,PRODUCE,0,2034,1,"Dole Bananas, 2 lb Bunch",2.8,3.96
122871699,2017-07-22,1,2048246,1.0,False,Pantry Staples,0,1016,0,Quaker Old Fashioned Oats 42 oz Canister,4.0,5.25
122979900,2017-07-23,1,759694,3.0,False,Pantry Staples,1,1070,0,Del Monte Whole Kernel Corn 15.25 oz 6 Pack,6.2,8.29
122980346,2017-07-23,1,1354383,1.0,False,Pantry Staples,1,1042,0,Bertolli Extra Virgin Olive Oil 16.9 fl oz,5.2,6.95
122980350,2017-07-23,1,1354390,1.0,False,Pantry Staples,1,1042,0,Domino Granulated Sugar 4 lb,3.2,4.41
122980503,2017-07-23,1,1471460,1.0,False,DAIRY,1,2128,1,Borden Whole Milk Gallon,5.1,6.78
122980615,2017-07-23,1,1686685,2.0,False,PRODUCE,1,2034,1,"Dole Bananas, 2 lb Bunch",2.8,3.96
123090102,2017-07-24,1,459804,2.0,False,Pantry Staples,1,1086,0,Morton Iodized Salt 26 oz,2.2,3.11
123090263,2017-07-24,1,655749,4.0,False,Pantry Staples,1,1096,0,Barilla Spaghetti Pasta 2 lb,5.9,7.85
123090336,2017-07-24,1,759694,6.0,False,Pantry Staples,1,1070,0,Del Monte Whole Kernel Corn 15.25 oz 6 Pack,6.2,8.29
123090922,2017-07-24,1,1313223,5.0,False,BREAD/BAKERY,1,2714,1,Pepperidge Farm Soft Dinner Rolls 12 Count,1.9,2.76
123090979,2017-07-24,1,1354390,2.0,False,Pantry Staples,1,1042,0,Domino Granulated Sugar 4 lb,3.2,4.41
123091037,2017-07-24,1,1441514,1.0,False,Pantry Staples,1,1008,0,Carolina Long Grain White Rice 5 lb,5.1,6.99
123091210,2017-07-24,1,1471460,3.0,False,DAIRY,1,2128,1,Borden Whole Milk Gallon,5.1,6.78
123091216,2017-07-24,1,1472479,1.0,False,PET SUPPLIES,1,6517,0,Meow Mix Original Choice Dry Cat Food 3.15 lb,6.3,8.35
123091349,2017-07-24,1,1686685,7.0,False,PRODUCE,1,2034,1,"Dole Bananas, 2 lb Bunch",2.8,3.96
123091646,2017-07-24,1,2010456,5.0,False,Pantry Staples,1,1052,0,Uncle Ben’s Jasmine Rice 5 lb,6.6,8.86
123091765,2017-07-24,1,2048246,1.0,False,Pantry Staples,1,1016,0,Quaker Old Fashioned Oats 42 oz Canister,4.0,5.25
123194986,2017-07-25,1,108952,2.0,False,CLEANING,1,3024,0,Lysol All Purpose Cleaner Lemon Breeze 32 fl oz,6.8,8.86
123195234,2017-07-25,1,402175,1.0,False,Pantry Staples,1,1096,0,Mahatma Extra Long Grain Enriched Rice 5 lb,6.6,8.84
123195278,2017-07-25,1,459804,1.0,False,Pantry Staples,1,1086,0,Morton Iodized Salt 26 oz,2.2,3.11
123195433,2017-07-25,1,655749,4.0,False,Pantry Staples,1,1096,0,Barilla Spaghetti Pasta 2 lb,5.9,7.85
123195493,2017-07-25,1,759694,5.0,False,Pantry Staples,1,1070,0,Del Monte Whole Kernel Corn 15.25 oz 6 Pack,6.2,8.29
123196088,2017-07-25,1,1313223,11.0,False,BREAD/BAKERY,1,2714,1,Pepperidge Farm Soft Dinner Rolls 12 Count,1.9,2.76
123196139,2017-07-25,1,1354383,5.0,False,Pantry Staples,1,1042,0,Bertolli Extra Virgin Olive Oil 16.9 fl oz,5.2,6.95
123196143,2017-07-25,1,1354390,3.0,False,Pantry Staples,1,1042,0,Domino Granulated Sugar 4 lb,3.2,4.41
123196380,2017-07-25,1,1471460,2.0,False,DAIRY,1,2128,1,Borden Whole Milk Gallon,5.1,6.78
123196520,2017-07-25,1,1686685,4.0,False,PRODUCE,1,2034,1,"Dole Bananas, 2 lb Bunch",2.8,3.96
123196803,2017-07-25,1,2010456,3.0,False,Pantry Staples,1,1052,0,Uncle Ben’s Jasmine Rice 5 lb,6.6,8.86
123196916,2017-07-25,1,2048246,1.0,False,Pantry Staples,1,1016,0,Quaker Old Fashioned Oats 42 oz Canister,4.0,5.25
123296187,2017-07-26,1,108952,3.0,False,CLEANING,0,3024,0,Lysol All Purpose Cleaner Lemon Breeze 32 fl oz,6.8,8.86
123296488,2017-07-26,1,459804,1.0,False,Pantry Staples,0,1086,0,Morton Iodized Salt 26 oz,2.2,3.11
123296648,2017-07-26,1,655749,3.0,False,Pantry Staples,0,1096,0,Barilla Spaghetti Pasta 2 lb,5.9,7.85
123296717,2017-07-26,1,759694,8.0,False,Pantry Staples,0,1070,0,Del Monte Whole Kernel Corn 15.25 oz 6 Pack,6.2,8.29
123297116,2017-07-26,1,1132005,4.0,False,BEVERAGES,0,1132,0,Pure Leaf Iced Tea Lemon 12 x 16.9 fl oz,7.7,10.34
123297315,2017-07-26,1,1313223,8.0,False,BREAD/BAKERY,0,2714,1,Pepperidge Farm Soft Dinner Rolls 12 Count,1.9,2.76
123297362,2017-07-26,1,1349808,4.0,False,Pantry Staples,0,1030,0,Prego Traditional Italian Sauce 24 oz Jar,3.9,5.28
123297368,2017-07-26,1,1354383,1.0,False,Pantry Staples,0,1042,0,Bertolli Extra Virgin Olive Oil 16.9 fl oz,5.2,6.95
123297374,2017-07-26,1,1354390,3.0,False,Pantry Staples,0,1042,0,Domino Granulated Sugar 4 lb,3.2,4.41
123297439,2017-07-26,1,1441514,1.0,False,Pantry Staples,0,1008,0,Carolina Long Grain White Rice 5 lb,5.1,6.99
123297607,2017-07-26,1,1471460,9.0,False,DAIRY,0,2128,1,Borden Whole Milk Gallon,5.1,6.78
123297750,2017-07-26,1,1686685,5.0,True,PRODUCE,0,2034,1,"Dole Bananas, 2 lb Bunch",2.8,3.96
123298030,2017-07-26,1,2010456,2.0,False,Pantry Staples,0,1052,0,Uncle Ben’s Jasmine Rice 5 lb,6.6,8.86
123396386,2017-07-27,1,108952,1.0,False,CLEANING,0,3024,0,Lysol All Purpose Cleaner Lemon Breeze 32 fl oz,6.8,8.86
123396641,2017-07-27,1,402175,1.0,False,Pantry Staples,0,1096,0,Mahatma Extra Long Grain Enriched Rice 5 lb,6.6,8.84
123396682,2017-07-27,1,459804,1.0,False,Pantry Staples,0,1086,0,Morton Iodized Salt 26 oz,2.2,3.11
123396829,2017-07-27,1,655749,4.0,False,Pantry Staples,0,1096,0,Barilla Spaghetti Pasta 2 lb,5.9,7.85
123396891,2017-07-27,1,759694,5.0,False,Pantry Staples,0,1070,0,Del Monte Whole Kernel Corn 15.25 oz 6 Pack,6.2,8.29
123397455,2017-07-27,1,1313223,6.0,False,BREAD/BAKERY,0,2714,1,Pepperidge Farm Soft Dinner Rolls 12 Count,1.9,2.76
123397494,2017-07-27,1,1349808,3.0,False,Pantry Staples,0,1030,0,Prego Traditional Italian Sauce 24 oz Jar,3.9,5.28
123397507,2017-07-27,1,1354390,2.0,False,Pantry Staples,0,1042,0,Domino Granulated Sugar 4 lb,3.2,4.41
123397567,2017-07-27,1,1441514,1.0,False,Pantry Staples,0,1008,0,Carolina Long Grain White Rice 5 lb,5.1,6.99
123397740,2017-07-27,1,1471460,4.0,False,DAIRY,0,2128,1,Borden Whole Milk Gallon,5.1,6.78
123397869,2017-07-27,1,1686685,5.0,False,PRODUCE,0,2034,1,"Dole Bananas, 2 lb Bunch",2.8,3.96
123398136,2017-07-27,1,2010456,2.0,False,Pantry Staples,0,1052,0,Uncle Ben’s Jasmine Rice 5 lb,6.6,8.86
123493822,2017-07-28,1,108952,3.0,False,CLEANING,0,3024,0,Lysol All Purpose Cleaner Lemon Breeze 32 fl oz,6.8,8.86
123494090,2017-07-28,1,402175,1.0,False,Pantry Staples,0,1096,0,Mahatma Extra Long Grain Enriched Rice 5 lb,6.6,8.84
123494127,2017-07-28,1,459804,1.0,False,Pantry Staples,0,1086,0,Morton Iodized Salt 26 oz,2.2,3.11
123494284,2017-07-28,1,655749,1.0,False,Pantry Staples,0,1096,0,Barilla Spaghetti Pasta 2 lb,5.9,7.85
123494352,2017-07-28,1,759694,2.0,False,Pantry Staples,0,1070,0,Del Monte Whole Kernel Corn 15.25 oz 6 Pack,6.2,8.29
123494759,2017-07-28,1,1132005,7.0,False,BEVERAGES,0,1132,0,Pure Leaf Iced Tea Lemon 12 x 16.9 fl oz,7.7,10.34
123494960,2017-07-28,1,1313223,5.0,False,BREAD/BAKERY,0,2714,1,Pepperidge Farm Soft Dinner Rolls 12 Count,1.9,2.76
123495007,2017-07-28,1,1354383,1.0,False,Pantry Staples,0,1042,0,Bertolli Extra Virgin Olive Oil 16.9 fl oz,5.2,6.95
123495012,2017-07-28,1,1354390,3.0,False,Pantry Staples,0,1042,0,Domino Granulated Sugar 4 lb,3.2,4.41
123495078,2017-07-28,1,1441514,1.0,False,Pantry Staples,0,1008,0,Carolina Long Grain White Rice 5 lb,5.1,6.99
123495251,2017-07-28,1,1471460,7.0,False,DAIRY,0,2128,1,Borden Whole Milk Gallon,5.1,6.78
123495392,2017-07-28,1,1686685,10.0,False,PRODUCE,0,2034,1,"Dole Bananas, 2 lb Bunch",2.8,3.96
123495674,2017-07-28,1,2010456,2.0,False,Pantry Staples,0,1052,0,Uncle Ben’s Jasmine Rice 5 lb,6.6,8.86
123495794,2017-07-28,1,2048246,4.0,False,Pantry Staples,0,1016,0,Quaker Old Fashioned Oats 42 oz Canister,4.0,5.25
123596892,2017-07-29,1,108952,2.0,False,CLEANING,0,3024,0,Lysol All Purpose Cleaner Lemon Breeze 32 fl oz,6.8,8.86
123597197,2017-07-29,1,459804,1.0,False,Pantry Staples,0,1086,0,Morton Iodized Salt 26 oz,2.2,3.11
123597418,2017-07-29,1,759694,4.0,False,Pantry Staples,0,1070,0,Del Monte Whole Kernel Corn 15.25 oz 6 Pack,6.2,8.29
123597811,2017-07-29,1,1132005,1.0,False,BEVERAGES,0,1132,0,Pure Leaf Iced Tea Lemon 12 x 16.9 fl oz,7.7,10.34
123598002,2017-07-29,1,1313223,2.0,False,BREAD/BAKERY,0,2714,1,Pepperidge Farm Soft Dinner Rolls 12 Count,1.9,2.76
123598052,2017-07-29,1,1354383,1.0,False,Pantry Staples,0,1042,0,Bertolli Extra Virgin Olive Oil 16.9 fl oz,5.2,6.95
123598272,2017-07-29,1,1471460,6.0,False,DAIRY,0,2128,1,Borden Whole Milk Gallon,5.1,6.78
123598277,2017-07-29,1,1472479,1.0,False,PET SUPPLIES,0,6517,0,Meow Mix Original Choice Dry Cat Food 3.15 lb,6.3,8.35
123598407,2017-07-29,1,1686685,8.0,False,PRODUCE,0,2034,1,"Dole Bananas, 2 lb Bunch",2.8,3.96
123598698,2017-07-29,1,2010456,1.0,False,Pantry Staples,0,1052,0,Uncle Ben’s Jasmine Rice 5 lb,6.6,8.86
123708386,2017-07-30,1,402175,1.0,False,Pantry Staples,0,1096,0,Mahatma Extra Long Grain Enriched Rice 5 lb,6.6,8.84
123708568,2017-07-30,1,759694,1.0,False,Pantry Staples,0,1070,0,Del Monte Whole Kernel Corn 15.25 oz 6 Pack,6.2,8.29
123708831,2017-07-30,1,1132005,1.0,False,BEVERAGES,0,1132,0,Pure Leaf Iced Tea Lemon 12 x 16.9 fl oz,7.7,10.34
123708971,2017-07-30,1,1313223,4.0,False,BREAD/BAKERY,0,2714,1,Pepperidge Farm Soft Dinner Rolls 12 Count,1.9,2.76
123708993,2017-07-30,1,1349808,1.0,False,Pantry Staples,0,1030,0,Prego Traditional Italian Sauce 24 oz Jar,3.9,5.28
123708999,2017-07-30,1,1354390,2.0,False,Pantry Staples,0,1042,0,Domino Granulated Sugar 4 lb,3.2,4.41
123709045,2017-07-30,1,1441514,3.0,False,Pantry Staples,0,1008,0,Carolina Long Grain White Rice 5 lb,5.1,6.99
123709164,2017-07-30,1,1471460,2.0,False,DAIRY,0,2128,1,Borden Whole Milk Gallon,5.1,6.78
123709168,2017-07-30,1,1472479,2.0,False,PET SUPPLIES,0,6517,0,Meow Mix Original Choice Dry Cat Food 3.15 lb,6.3,8.35
123709277,2017-07-30,1,1686685,1.0,False,PRODUCE,0,2034,1,"Dole Bananas, 2 lb Bunch",2.8,3.96
123819958,2017-07-31,1,402175,2.0,False,Pantry Staples,0,1096,0,Mahatma Extra Long Grain Enriched Rice 5 lb,6.6,8.84
123820011,2017-07-31,1,459804,3.0,False,Pantry Staples,0,1086,0,Morton Iodized Salt 26 oz,2.2,3.11
123820164,2017-07-31,1,655749,4.0,False,Pantry Staples,0,1096,0,Barilla Spaghetti Pasta 2 lb,5.9,7.85
123820238,2017-07-31,1,759694,2.0,False,Pantry Staples,0,1070,0,Del Monte Whole Kernel Corn 15.25 oz 6 Pack,6.2,8.29
123820848,2017-07-31,1,1313223,10.0,False,BREAD/BAKERY,0,2714,1,Pepperidge Farm Soft Dinner Rolls 12 Count,1.9,2.76
123820896,2017-07-31,1,1349808,2.0,False,Pantry Staples,0,1030,0,Prego Traditional Italian Sauce 24 oz Jar,3.9,5.28
123820903,2017-07-31,1,1354383,1.0,False,Pantry Staples,0,1042,0,Bertolli Extra Virgin Olive Oil 16.9 fl oz,5.2,6.95
123820908,2017-07-31,1,1354390,1.0,False,Pantry Staples,0,1042,0,Domino Granulated Sugar 4 lb,3.2,4.41
123820978,2017-07-31,1,1441514,2.0,False,Pantry Staples,0,1008,0,Carolina Long Grain White Rice 5 lb,5.1,6.99
123821163,2017-07-31,1,1471460,6.0,False,DAIRY,0,2128,1,Borden Whole Milk Gallon,5.1,6.78
123821298,2017-07-31,1,1686685,1.0,False,PRODUCE,0,2034,1,"Dole Bananas, 2 lb Bunch",2.8,3.96
123926355,2017-08-01,1,402175,1.0,False,Pantry Staples,0,1096,0,Mahatma Extra Long Grain Enriched Rice 5 lb,6.6,8.84
123926395,2017-08-01,1,459804,2.0,False,Pantry Staples,0,1086,0,Morton Iodized Salt 26 oz,2.2,3.11
123926624,2017-08-01,1,759694,8.0,False,Pantry Staples,0,1070,0,Del Monte Whole Kernel Corn 15.25 oz 6 Pack,6.2,8.29
123927224,2017-08-01,1,1313223,3.0,False,BREAD/BAKERY,0,2714,1,Pepperidge Farm Soft Dinner Rolls 12 Count,1.9,2.76
123927274,2017-08-01,1,1349808,2.0,False,Pantry Staples,0,1030,0,Prego Traditional Italian Sauce 24 oz Jar,3.9,5.28
123927286,2017-08-01,1,1354390,3.0,False,Pantry Staples,0,1042,0,Domino Granulated Sugar 4 lb,3.2,4.41
123927357,2017-08-01,1,1441514,2.0,False,Pantry Staples,0,1008,0,Carolina Long Grain White Rice 5 lb,5.1,6.99
123927538,2017-08-01,1,1471460,7.0,False,DAIRY,0,2128,1,Borden Whole Milk Gallon,5.1,6.78
123927679,2017-08-01,1,1686685,3.0,False,PRODUCE,0,2034,1,"Dole Bananas, 2 lb Bunch",2.8,3.96
123928087,2017-08-01,1,2048246,2.0,False,Pantry Staples,0,1016,0,Quaker Old Fashioned Oats 42 oz Canister,4.0,5.25
